HS 2017,BEC,Relationship
848041,41,n:1
848049,41,n:1
848050,41,n:1
848060,41,n:1
848071,41,n:1
848079,41,n:1
848110,42,n:1
848120,42,n:1
848130,42,n:1
848140,42,n:1
848180,42,n:1
848190,42,n:1
848210,42,n:1
848220,42,n:1
848230,42,n:1
848240,42,n:1
848250,42,n:1
848280,42,n:1
848291,42,n:1
848299,42,n:1
848310,42,n:1
848320,42,n:1
848330,42,n:1
848340,42,n:1
848350,42,n:1
848360,42,n:1
848390,42,n:1
848410,42,n:1
848420,42,n:1
848490,42,n:1
848610,41,n:1
848620,41,n:1
848630,41,n:1
848640,41,n:1
848690,42,n:1
848710,42,n:1
848790,42,n:1
850110,41,n:1
850120,41,n:1
850131,41,n:1
850132,41,n:1
850133,41,n:1
850134,41,n:1
850140,41,n:1
850151,41,n:1
850152,41,n:1
850153,41,n:1
850161,41,n:1
850162,41,n:1
850163,41,n:1
850164,41,n:1
850211,41,n:1
850212,41,n:1
850213,41,n:1
850220,41,n:1
850231,41,n:1
850239,41,n:1
850240,41,n:1
850300,42,n:1
850410,41,n:1
850421,41,n:1
850422,41,n:1
850423,41,n:1
850431,41,n:1
850432,41,n:1
850433,41,n:1
850434,41,n:1
850440,41,n:1
850450,41,n:1
850490,42,n:1
850511,41,n:1
850519,41,n:1
850520,41,n:1
850590,41,n:1
850610,63,n:1
850630,63,n:1
850640,63,n:1
850650,63,n:1
850660,63,n:1
850680,63,n:1
850690,22,n:1
850710,53,n:1
850720,53,n:1
850730,53,n:1
850740,53,n:1
850750,53,n:1
850760,53,n:1
850780,53,n:1
850790,22,n:1
850811,61,n:1
850819,41,n:n
850819,61,n:n
850860,41,n:n
850860,61,n:n
850870,22,n:n
850870,42,n:n
850940,61,n:1
850980,61,n:1
850990,22,n:1
851010,61,n:1
851020,61,n:1
851030,61,n:1
851090,22,n:1
851110,53,n:1
851120,53,n:1
851130,53,n:1
851140,53,n:1
851150,53,n:1
851180,53,n:1
851190,53,n:1
851210,53,n:1
851220,53,n:1
851230,53,n:1
851240,53,n:1
851290,22,n:1
851310,22,n:1
851390,22,n:1
851410,41,n:1
851420,41,n:1
851430,41,n:1
851440,41,n:1
851490,42,n:1
851511,41,n:1
851519,41,n:1
851521,41,n:1
851529,41,n:1
851531,41,n:1
851539,41,n:1
851580,41,n:1
851590,42,n:1
851610,22,n:1
851621,61,n:1
851629,61,n:1
851631,61,n:1
851632,61,n:1
851633,41,n:1
851640,61,n:1
851650,61,n:1
851660,61,n:1
851671,61,n:1
851672,61,n:1
851679,61,n:1
851680,22,n:1
851690,22,n:1
851711,62,n:1
851712,41,n:1
851718,41,n:1
851761,41,n:1
851762,41,n:1
851769,41,n:1
851770,42,n:1
851810,41,n:1
851821,41,n:1
851822,41,n:1
851829,41,n:1
851830,41,n:1
851840,41,n:1
851850,41,n:1
851890,42,n:1
851920,41,n:n
851920,61,n:n
851930,61,n:1
851950,62,n:1
851981,41,n:n
851981,61,n:n
851989,41,n:n
851989,61,n:n
852110,41,n:1
852190,41,n:1
852210,42,n:1
852290,42,n:1
852321,42,n:n
852321,62,n:n
852329,42,n:n
852329,62,n:n
852341,42,n:n
852341,62,n:n
852349,42,n:n
852349,62,n:n
852351,42,n:n
852351,62,n:n
852352,41,n:n
852352,42,n:n
852359,41,n:n
852359,42,n:n
852359,62,n:n
852380,42,n:n
852380,62,n:n
852550,41,n:1
852560,41,n:1
852580,41,n:n
852580,61,n:n
852610,41,n:1
852691,41,n:1
852692,41,n:1
852712,61,n:1
852713,61,n:1
852719,61,n:1
852721,53,n:1
852729,53,n:1
852791,41,n:1
852792,41,n:1
852799,41,n:1
852842,41,n:1
852849,41,n:1
852852,41,n:1
852859,41,n:1
852862,41,n:n
852862,61,n:n
852869,61,n:1
852871,41,n:n
852871,61,n:n
852872,61,n:1
852873,41,n:1
852910,42,n:1
852990,42,n:1
853010,41,n:1
853080,41,n:1
853090,42,n:1
853110,41,n:1
853120,41,n:1
853180,41,n:1
853190,42,n:1
853210,41,n:1
853221,41,n:1
853222,41,n:1
853223,41,n:1
853224,41,n:1
853225,41,n:1
853229,41,n:1
853230,41,n:1
853290,42,n:1
853310,42,n:1
853321,42,n:1
853329,42,n:1
853331,42,n:1
853339,42,n:1
853340,42,n:1
853390,42,n:1
853400,42,n:1
853510,42,n:1
853521,42,n:1
853529,42,n:1
853530,42,n:1
853540,42,n:1
853590,42,n:1
853610,42,n:1
853620,42,n:1
853630,42,n:1
853641,42,n:1
853649,42,n:1
853650,42,n:1
853661,42,n:1
853669,42,n:1
853670,22,n:n
853670,62,n:n
853690,42,n:1
853710,42,n:1
853720,42,n:1
853810,42,n:1
853890,42,n:1
853910,53,n:1
853921,63,n:1
853922,63,n:1
853929,42,n:1
853931,42,n:1
853932,42,n:1
853939,42,n:1
853941,42,n:1
853949,42,n:1
853950,41,n:1
853990,22,n:1
854011,42,n:1
854012,42,n:1
854020,42,n:1
854040,42,n:1
854060,42,n:1
854071,42,n:1
854079,42,n:1
854081,42,n:1
854089,42,n:1
854091,42,n:1
854099,42,n:1
854110,42,n:1
854121,42,n:1
854129,42,n:1
854130,42,n:1
854140,42,n:1
854150,42,n:1
854160,42,n:1
854190,42,n:1
854231,21,n:n
854231,22,n:n
854231,41,n:n
854231,42,n:n
854231,61,n:n
854231,62,n:n
854231,63,n:n
854231,7,n:n
854232,21,n:n
854232,22,n:n
854232,41,n:n
854232,42,n:n
854232,61,n:n
854232,62,n:n
854232,63,n:n
854232,7,n:n
854233,21,n:n
854233,22,n:n
854233,41,n:n
854233,42,n:n
854233,62,n:n
854239,21,n:n
854239,22,n:n
854239,41,n:n
854239,42,n:n
854239,61,n:n
854239,62,n:n
854239,63,n:n
854239,7,n:n
854290,42,n:1
854310,41,n:1
854320,41,n:1
854330,41,n:1
854370,41,n:1
854390,42,n:1
854411,22,n:1
854419,22,n:1
854420,22,n:1
854430,53,n:1
854442,22,n:1
854449,22,n:1
854460,22,n:1
854470,22,n:1
854511,42,n:1
854519,42,n:1
854520,42,n:1
854590,42,n:1
854610,42,n:1
854620,42,n:1
854690,42,n:1
854710,22,n:1
854720,22,n:1
854790,22,n:1
854810,21,n:1
854890,42,n:1
860110,521,n:1
860120,521,n:1
860210,521,n:1
860290,521,n:1
860310,521,n:1
860390,521,n:1
860400,521,n:1
860500,521,n:1
860610,521,n:1
860630,521,n:1
860691,521,n:1
860692,521,n:1
860699,521,n:1
860711,53,n:1
860712,53,n:1
860719,53,n:1
860721,53,n:1
860729,53,n:1
860730,53,n:1
860791,53,n:1
860799,53,n:1
860800,41,n:1
860900,521,n:1
870110,41,n:1
870120,521,n:1
870130,41,n:1
870191,41,n:1
870192,41,n:1
870193,41,n:1
870194,41,n:1
870195,41,n:1
870210,521,n:1
870220,521,n:1
870230,521,n:1
870240,521,n:1
870290,521,n:1
870310,522,n:1
870321,51,n:1
870322,51,n:1
870323,51,n:1
870324,51,n:1
870331,51,n:1
870332,51,n:1
870333,51,n:1
870340,51,n:1
870350,51,n:1
870360,51,n:1
870370,51,n:1
870380,51,n:1
870390,51,n:1
870410,521,n:1
870421,521,n:1
870422,521,n:1
870423,521,n:1
870431,521,n:1
870432,521,n:1
870490,521,n:1
870510,521,n:1
870520,521,n:1
870530,521,n:1
870540,521,n:1
870590,521,n:1
870600,53,n:1
870710,53,n:1
870790,53,n:1
870810,53,n:1
870821,53,n:1
870829,53,n:1
870830,53,n:1
870840,53,n:1
870850,53,n:1
870870,53,n:1
870880,53,n:1
870891,53,n:1
870892,53,n:1
870893,53,n:1
870894,53,n:1
870895,53,n:1
870899,53,n:1
870911,41,n:1
870919,41,n:1
870990,42,n:1
871000,7,n:1
871110,522,n:1
871120,522,n:1
871130,522,n:1
871140,522,n:1
871150,522,n:1
871160,522,n:1
871190,522,n:1
871200,522,n:1
871310,522,n:1
871390,522,n:1
871410,53,n:1
871420,53,n:1
871491,53,n:1
871492,53,n:1
871493,53,n:1
871494,53,n:1
871495,53,n:1
871496,53,n:1
871499,53,n:1
871500,61,n:1
871610,522,n:1
871620,521,n:1
871631,521,n:1
871639,521,n:1
871640,521,n:1
871680,521,n:1
871690,53,n:1
880100,521,n:n
880100,522,n:n
880211,521,n:1
880212,521,n:1
880220,522,n:1
880230,521,n:1
880240,521,n:1
880260,521,n:1
880310,53,n:1
880320,53,n:1
880330,53,n:1
880390,53,n:1
880400,7,n:1
880510,7,n:1
880521,7,n:1
880529,7,n:1
890110,521,n:1
890120,521,n:1
890130,521,n:1
890190,521,n:1
890200,521,n:1
890310,522,n:1
890391,522,n:1
890392,522,n:1
890399,522,n:1
890400,521,n:1
890510,41,n:1
890520,41,n:1
890590,41,n:1
890610,7,n:1
890690,7,n:1
890710,522,n:1
890790,41,n:1
890800,21,n:1
900110,22,n:1
900120,22,n:1
900130,63,n:1
900140,22,n:1
900150,22,n:1
900190,22,n:1
900211,22,n:1
900219,22,n:1
900220,22,n:1
900290,22,n:1
900311,22,n:1
900319,22,n:1
900390,22,n:1
900410,62,n:1
900490,62,n:1
900510,61,n:1
900580,41,n:1
900590,42,n:1
900630,41,n:1
900640,41,n:1
900651,61,n:1
900652,41,n:n
900652,61,n:n
900653,41,n:n
900653,61,n:n
900659,41,n:n
900659,61,n:n
900661,42,n:1
900669,42,n:1
900691,22,n:1
900699,22,n:1
900710,41,n:n
900710,61,n:n
900720,41,n:1
900791,42,n:1
900792,42,n:1
900850,41,n:n
900850,61,n:n
900890,42,n:1
901010,41,n:1
901050,41,n:1
901060,41,n:1
901090,42,n:1
901110,41,n:1
901120,41,n:1
901180,41,n:1
901190,42,n:1
901210,41,n:1
901290,42,n:1
901310,41,n:1
901320,41,n:1
901380,41,n:1
901390,42,n:1
901410,41,n:1
901420,41,n:1
901480,41,n:1
901490,42,n:1
901510,41,n:1
901520,41,n:1
901530,41,n:1
901540,41,n:1
901580,41,n:1
901590,42,n:1
901600,41,n:1
901710,41,n:1
901720,41,n:1
901730,41,n:1
901780,41,n:1
901790,42,n:1
901811,41,n:1
901812,41,n:1
901813,41,n:1
901814,41,n:1
901819,41,n:1
901820,41,n:1
901831,22,n:1
901832,22,n:1
901839,22,n:1
901841,41,n:1
901849,41,n:1
901850,41,n:1
901890,41,n:1
901910,41,n:1
901920,41,n:1
902000,41,n:1
902110,62,n:1
902121,61,n:1
902129,61,n:1
902131,61,n:1
902139,61,n:1
902140,61,n:1
902150,61,n:1
902190,61,n:1
902212,41,n:1
902213,41,n:1
902214,41,n:1
902219,41,n:1
902221,41,n:1
902229,41,n:1
902230,42,n:1
902290,42,n:1
902300,41,n:1
902410,41,n:1
902480,41,n:1
902490,42,n:1
902511,41,n:1
902519,41,n:1
902580,41,n:1
902590,42,n:1
902610,41,n:1
902620,41,n:1
902680,41,n:1
902690,42,n:1
902710,41,n:1
902720,41,n:1
902730,41,n:1
902750,41,n:1
902780,41,n:1
902790,41,n:1
902810,41,n:1
902820,41,n:1
902830,41,n:1
902890,42,n:1
902910,41,n:1
902920,41,n:1
902990,42,n:1
903010,41,n:1
903020,41,n:1
903031,41,n:1
903032,41,n:1
903033,41,n:1
903039,41,n:1
903040,41,n:1
903082,41,n:1
903084,41,n:1
903089,41,n:1
903090,42,n:1
903110,41,n:1
903120,41,n:1
903141,41,n:1
903149,41,n:1
903180,41,n:1
903190,42,n:1
903210,41,n:1
903220,41,n:1
903281,41,n:1
903289,41,n:1
903290,42,n:1
903300,42,n:1
910111,61,n:1
910119,61,n:1
910121,61,n:1
910129,61,n:1
910191,61,n:1
910199,61,n:1
910211,61,n:1
910212,61,n:1
910219,61,n:1
910221,61,n:1
910229,61,n:1
910291,61,n:1
910299,61,n:1
910310,61,n:1
910390,61,n:1
910400,53,n:1
910511,61,n:1
910519,61,n:1
910521,61,n:1
910529,61,n:1
910591,61,n:1
910599,61,n:1
910610,41,n:1
910690,41,n:1
910700,41,n:1
910811,22,n:1
910812,22,n:1
910819,22,n:1
910820,22,n:1
910890,22,n:1
910910,22,n:1
910990,22,n:1
911011,22,n:1
911012,22,n:1
911019,22,n:1
911090,22,n:1
911110,22,n:1
911120,22,n:1
911180,22,n:1
911190,22,n:1
911220,22,n:1
911290,22,n:1
911310,62,n:1
911320,62,n:1
911390,62,n:1
911410,22,n:1
911430,22,n:1
911440,22,n:1
911490,22,n:1
920110,61,n:1
920120,61,n:1
920190,61,n:1
920210,61,n:1
920290,61,n:1
920510,61,n:1
920590,61,n:1
920600,61,n:1
920710,61,n:1
920790,61,n:1
920810,61,n:1
920890,61,n:1
920930,22,n:1
920991,22,n:1
920992,22,n:1
920994,22,n:1
920999,22,n:n
920999,61,n:n
930110,7,n:1
930120,7,n:1
930190,7,n:1
930200,7,n:1
930310,61,n:1
930320,61,n:1
930330,61,n:1
930390,41,n:1
930400,61,n:1
930510,7,n:1
930520,22,n:1
930591,7,n:1
930599,7,n:1
930621,22,n:1
930629,22,n:1
930630,42,n:n
930630,7,n:n
930690,7,n:1
930700,7,n:1
940110,53,n:1
940120,53,n:1
940130,41,n:1
940140,61,n:1
940152,62,n:1
940153,62,n:1
940159,62,n:1
940161,61,n:1
940169,61,n:1
940171,61,n:1
940179,61,n:1
940180,41,n:1
940190,22,n:1
940210,41,n:1
940290,41,n:1
940310,41,n:1
940320,41,n:1
940330,41,n:1
940340,61,n:1
940350,61,n:1
940360,61,n:1
940370,61,n:1
940382,22,n:1
940383,22,n:1
940389,22,n:1
940390,61,n:1
940410,62,n:1
940421,62,n:1
940429,62,n:1
940430,62,n:1
940490,62,n:1
940510,22,n:1
940520,62,n:1
940530,63,n:1
940540,22,n:1
940550,22,n:1
940560,22,n:1
940591,22,n:1
940592,22,n:1
940599,22,n:1
940610,22,n:1
940690,22,n:1
950300,22,n:n
950300,62,n:n
950300,63,n:n
950420,62,n:1
950430,41,n:1
950440,63,n:1
950450,41,n:n
950450,62,n:n
950490,41,n:1
950510,63,n:1
950590,63,n:1
950611,62,n:1
950612,62,n:1
950619,62,n:1
950621,62,n:1
950629,62,n:1
950631,62,n:1
950632,63,n:1
950639,62,n:1
950640,62,n:1
950651,62,n:1
950659,62,n:1
950661,63,n:1
950662,62,n:1
950669,62,n:1
950670,62,n:1
950691,62,n:1
950699,62,n:1
950710,62,n:1
950720,63,n:1
950730,62,n:1
950790,62,n:1
950810,41,n:1
950890,41,n:1
960110,62,n:1
960190,62,n:1
960200,62,n:1
960310,22,n:1
960321,63,n:1
960329,63,n:1
960330,63,n:1
960340,22,n:1
960350,22,n:1
960390,22,n:1
960400,22,n:1
960500,62,n:1
960610,22,n:1
960621,22,n:1
960622,22,n:1
960629,22,n:1
960630,22,n:1
960711,22,n:1
960719,22,n:1
960720,22,n:1
960810,63,n:1
960820,63,n:1
960830,63,n:1
960840,63,n:1
960850,63,n:1
960860,22,n:1
960891,22,n:1
960899,22,n:1
960910,63,n:1
960920,63,n:1
960990,63,n:1
961000,62,n:1
961100,22,n:1
961210,22,n:1
961220,22,n:1
961310,63,n:1
961320,62,n:1
961380,62,n:1
961390,22,n:1
961400,62,n:1
961511,62,n:1
961519,62,n:1
961590,62,n:1
961610,62,n:1
961620,63,n:1
961700,62,n:1
961800,41,n:1
961900,62,n:n
961900,63,n:n
962000,22,n:n
962000,42,n:n
962000,61,n:n
962000,62,n:n
970110,62,n:1
970190,63,n:1
970200,61,n:1
970300,61,n:1
970400,61,n:1
970500,61,n:1
970600,61,n:1
999999,7,n:1
