HS - Combined  Product Code,HS - Combined  Product Description,SITC Revision 2 Product Code,SITC Revision 2 Product Description
010110,(2002-) Purebred breeding animals,0015,"Horses, asses, mules and hinnies, live"
010111,(-2001) Horses :-- Pure-bred breeding animals,0015,"Horses, asses, mules and hinnies, live"
010119,(-2001) Horses :-- Other,0015,"Horses, asses, mules and hinnies, live"
010120,"(-2001) Asses, mules and hinnies",0015,"Horses, asses, mules and hinnies, live"
010190,(2002-) Other,0015,"Horses, asses, mules and hinnies, live"
010210,Purebred breeding animals,00111,"Bovine species pure bred,for breeding"
010290,Other,00119,Bovine species other than pure bred breeding stock
010310,Purebred breeding animals,0013,"Swine, live"
010391,Weighing less than 50 kg,0013,"Swine, live"
010392,Weighing 50 kg or more,0013,"Swine, live"
010410,Sheep,00121,"Sheep, live"
010420,Goats,00122,"Goats, live"
010511,Fowls of the species Gallus domesticus,00141,"Poultry,live of a weight not exceeding 185 grammes"
010512,(1996-) Turkeys,00141,"Poultry,live of a weight not exceeding 185 grammes"
010519,Other,00141,"Poultry,live of a weight not exceeding 185 grammes"
010591,(-1995) Live fowls of species Gallus domesticus (c,00149,"Poultry,live of a weight exceeding 185 grammes"
010592,"(1996-2006) Fowls of the species Gallus domesticus, weighing not more than 2,000 g",00149,"Poultry,live of a weight exceeding 185 grammes"
010593,"(1996-2006) Fowls of the species Gallus domesticus, weighing more than 2,000 g",00149,"Poultry,live of a weight exceeding 185 grammes"
010599,Other,00149,"Poultry,live of a weight exceeding 185 grammes"
010600,(-2001) Other live animals.,9410,"Animals,live,n.e.s.,incl. zoo-animals"
010611,(2002-) Primates,9410,"Animals,live,n.e.s.,incl. zoo-animals"
010612,"(2002-) Whales, dolphins and porpoises (mammals of the order       Cetacea); manatees and dugongs (mammals of the order  Sirenia)",9410,"Animals,live,n.e.s.,incl. zoo-animals"
010619,(2002-) Other,9410,"Animals,live,n.e.s.,incl. zoo-animals"
010620,(2002-) Reptiles (including snakes and turtles),9410,"Animals,live,n.e.s.,incl. zoo-animals"
010631,(2002-) Birds of prey,9410,"Animals,live,n.e.s.,incl. zoo-animals"
010632,"(2002-) Psittaciformes (including parrots, parakeets, macaws and cockatoos)",9410,"Animals,live,n.e.s.,incl. zoo-animals"
010639,(2002-) Other,9410,"Animals,live,n.e.s.,incl. zoo-animals"
010690,(2002-) Other,9410,"Animals,live,n.e.s.,incl. zoo-animals"
020110,Carcasses and halfcarcasses,01111,Meat of bovine animals with bone in
020120,Other cuts with bone in,01111,Meat of bovine animals with bone in
020130,Boneless,01112,Meat of bovine animals boneless
020210,Carcasses and halfcarcasses,01111,Meat of bovine animals with bone in
020220,Other cuts with bone in,01111,Meat of bovine animals with bone in
020230,Boneless,01112,Meat of bovine animals boneless
020311,Carcasses and halfcarcasses,0113,"Meat of swine, fresh, chilled or frozen"
020312,"Hams, shoulders and cuts thereof, with bone in",0113,"Meat of swine, fresh, chilled or frozen"
020319,Other,0113,"Meat of swine, fresh, chilled or frozen"
020321,Carcasses and halfcarcasses,0113,"Meat of swine, fresh, chilled or frozen"
020322,"Hams, shoulders and cuts thereof, with bone in",0113,"Meat of swine, fresh, chilled or frozen"
020329,Other,0113,"Meat of swine, fresh, chilled or frozen"
020410,"Carcasses and halfcarcasses of lamb, fresh or chilled",0112,"Meat of sheep and goats, fresh, chilled or frozen"
020421,Carcasses and halfcarcasses,0112,"Meat of sheep and goats, fresh, chilled or frozen"
020422,Other cuts with bone in,0112,"Meat of sheep and goats, fresh, chilled or frozen"
020423,Boneless,0112,"Meat of sheep and goats, fresh, chilled or frozen"
020430,"Carcasses and halfcarcasses of lamb, frozen",0112,"Meat of sheep and goats, fresh, chilled or frozen"
020441,Carcasses and halfcarcasses,0112,"Meat of sheep and goats, fresh, chilled or frozen"
020442,Other cuts with bone in,0112,"Meat of sheep and goats, fresh, chilled or frozen"
020443,Boneless,0112,"Meat of sheep and goats, fresh, chilled or frozen"
020450,Meat of goats,0112,"Meat of sheep and goats, fresh, chilled or frozen"
020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",0115,"Meat of horses,asses,etc.,fresh,chilled,frozen"
020610,"Of bovine animals, fresh or chilled",0116,Edible offals of animals in headings 001.1-001.5
020621,Tongues,0116,Edible offals of animals in headings 001.1-001.5
020622,Livers,0116,Edible offals of animals in headings 001.1-001.5
020629,Other,0116,Edible offals of animals in headings 001.1-001.5
020630,"Of swine, fresh or chilled",0116,Edible offals of animals in headings 001.1-001.5
020641,Livers,0116,Edible offals of animals in headings 001.1-001.5
020649,Other,0116,Edible offals of animals in headings 001.1-001.5
020680,"Other, fresh or chilled",0116,Edible offals of animals in headings 001.1-001.5
020690,"Other, frozen",0116,Edible offals of animals in headings 001.1-001.5
020710,(-1995) Fresh or chilled whole poultry,0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020711,"(1996-) Not cut in pieces, fresh or chilled",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020712,"(1996-) Not cut in pieces, frozen",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020713,"(1996-) Cuts and offal, fresh or chilled",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020714,"(1996-) Cuts and offal, frozen",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020721,(-1995) Frozen whole chickens,0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020722,(-1995) Frozen whole turkeys,0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020723,"(-1995) Frozen whole ducks, geese and guinea fowls",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020724,"(1996-) Not cut in pieces, fresh or chilled",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020725,"(1996-) Not cut in pieces, frozen",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020726,"(1996-) Cuts and offal, fresh or chilled",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020727,"(1996-) Cuts and offal, frozen",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020731,(-1995) Fresh or chilled fatty livers of geese or ,01181,"Poultry liver,fresh,chilled,frozen,salted/in brine"
020732,"(1996-) Not cut in pieces, fresh or chilled",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020733,"(1996-) Not cut in pieces, frozen",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020734,"(1996-) Fatty livers, fresh or chilled",01181,"Poultry liver,fresh,chilled,frozen,salted/in brine"
020735,"(1996-) Other, fresh or chilled",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020736,"(1996-) Other, frozen",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020739,(-1995) Fresh or chilled poultry cuts and offal (e,0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020741,(-1995) Frozen cuts and offal of chicken (excl. li,0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020742,(-1995) Frozen cuts and offal of turkey (excl. liv,0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020743,"(-1995) Frozen cuts and offal of geese, ducks and ",0114,"Poultry,dead & edible offals ex.liver,fresh/frozen"
020750,(-1995) Frozen poultry livers,01181,"Poultry liver,fresh,chilled,frozen,salted/in brine"
020810,Of rabbits or hares,01189,"Meat & edible offals,fresh,chilled or frozen"
020820,(-2006) Frogs' legs,01189,"Meat & edible offals,fresh,chilled or frozen"
020830,(2002-) Of primates,01189,"Meat & edible offals,fresh,chilled or frozen"
020840,"(2002-) Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",01189,"Meat & edible offals,fresh,chilled or frozen"
020850,(2002-) Of reptiles (including snakes and turtles),01189,"Meat & edible offals,fresh,chilled or frozen"
020890,Other,01189,"Meat & edible offals,fresh,chilled or frozen"
020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",41131,"Pig fat free of lean meat and poultry fat,"
021011,"Hams, shoulders and cuts thereof, with bone in",0121,"Bacon,ham & other dried,salted,smoked meat/ swine"
021012,Bellies (streaky) and cuts thereof,0121,"Bacon,ham & other dried,salted,smoked meat/ swine"
021019,Other,0121,"Bacon,ham & other dried,salted,smoked meat/ swine"
021020,Meat of bovine animals,0129,"Meat & edib.offals,n.e.s.salt.in brine dried/smok."
021090,"(-2001) Other, including edible flours and meals of meat o",0149,Other prepared or preserved meat or meat offals
021091,(2002-) Of primates,0149,Other prepared or preserved meat or meat offals
021092,"(2002-) Of whales, dolphins and porpoises (mammals of the order Cetacea); of  manatees and dugongs (mammals of the order Sirenia)",0149,Other prepared or preserved meat or meat offals
021093,(2002-) Of reptiles (including snakes and turtles),0149,Other prepared or preserved meat or meat offals
021099,(2002-) Other,0149,Other prepared or preserved meat or meat offals
030110,Ornamental fish,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030191,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030192,Eels (Anguilla spp.),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030193,Carp,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030199,Other,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030211,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030212,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030219,Other,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030221,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030222,Plaice (Pleuronectes platessa),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030223,Sole (Solea spp.),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030229,Other,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030231,Albacore or longfinned tunas (Thunnus alalunga),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030232,Yellowfin tunas (Thunnus albacares),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030233,Skipjack or stripebellied bonito,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030234,(2002-) Bigeye tunas (Thunnus obesus),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030235,(2002-) Bluefin tunas (Thunnus thynnus),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030236,(2002-) Southern bluefin tunas (Thunnus maccoyii),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030239,Other,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030240,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030250,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030261,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030262,Haddock (Melanogrammus aeglefinus),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030263,Coalfish (Pollachius virens),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030264,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030265,Dogfish and other sharks,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030266,Eels (Anguilla spp.),0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030269,Other,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030270,Livers and roes,0341,"Fish,fresh(live/dead)or chilled,excl.fillets"
030310,"(-2001) Pacific salmon (Oncorhynchus nerka, Oncorhynchus g",0342,"Fish,frozen (excluding fillets)"
030311,(2002-) Sockeye salmon (red salmon) (Oncorhynchus nerka),0342,"Fish,frozen (excluding fillets)"
030319,(2002-) Other,0342,"Fish,frozen (excluding fillets)"
030321,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0342,"Fish,frozen (excluding fillets)"
030322,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),0342,"Fish,frozen (excluding fillets)"
030329,Other,0342,"Fish,frozen (excluding fillets)"
030331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0342,"Fish,frozen (excluding fillets)"
030332,Plaice (Pleuronectes platessa),0342,"Fish,frozen (excluding fillets)"
030333,Sole (Solea spp.),0342,"Fish,frozen (excluding fillets)"
030339,Other,0342,"Fish,frozen (excluding fillets)"
030341,Albacore or longfinned tunas (Thunnus alalunga),0342,"Fish,frozen (excluding fillets)"
030342,Yellowfin tunas (Thunnus albacares),0342,"Fish,frozen (excluding fillets)"
030343,Skipjack or stripbellied bonito,0342,"Fish,frozen (excluding fillets)"
030344,(2002-) Bigeye tunas (Thunnus obesus),0342,"Fish,frozen (excluding fillets)"
030345,(2002-) Bluefin tunas (Thunnus thynnus),0342,"Fish,frozen (excluding fillets)"
030346,(2002-) Southern bluefin tunas (Thunnus maccoyii),0342,"Fish,frozen (excluding fillets)"
030349,Other,0342,"Fish,frozen (excluding fillets)"
030350,"(-2006) Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",0342,"Fish,frozen (excluding fillets)"
030360,"(-2006) Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",0342,"Fish,frozen (excluding fillets)"
030371,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0342,"Fish,frozen (excluding fillets)"
030372,Haddock (Melanogrammus aeglefinus),0342,"Fish,frozen (excluding fillets)"
030373,Coalfish (Pollachius virens),0342,"Fish,frozen (excluding fillets)"
030374,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0342,"Fish,frozen (excluding fillets)"
030375,Dogfish and other sharks,0342,"Fish,frozen (excluding fillets)"
030376,Eels (Anguilla spp.),0342,"Fish,frozen (excluding fillets)"
030377,"Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",0342,"Fish,frozen (excluding fillets)"
030378,"Hake (Merluccius spp., Urophycis spp.)",0342,"Fish,frozen (excluding fillets)"
030379,Other,0342,"Fish,frozen (excluding fillets)"
030380,Livers and roes,0344,"Fish fillets,frozen"
030410,(-2006) Fresh or chilled,0343,"Fish fillets,fresh or chilled"
030420,(-2006) Frozen fillets,0344,"Fish fillets,frozen"
030490,(-2006) Other,0342,"Fish,frozen (excluding fillets)"
030510,"Flours, meals and pellets of fish, fit for human consumption",03501,Fish meal fit for human consumption
030520,"Livers and roes of fish, dried, smoked, salted or in brine",03502,"Cod(not in fillets),dried,whether or not salted"
030530,"Fish fillets, dried, salted or in brine, but not smoked",03503,"Fish,dried,salted or in brine (other than cod)"
030541,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",03504,"Fish,smoked (whether or not cooked)"
030542,"Herrings (Clupea harengus, Clupea pallasii)",03504,"Fish,smoked (whether or not cooked)"
030549,Other,03504,"Fish,smoked (whether or not cooked)"
030551,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",03502,"Cod(not in fillets),dried,whether or not salted"
030559,Other,03503,"Fish,dried,salted or in brine (other than cod)"
030561,"Herrings (Clupea harengus, Clupea pallasii)",03503,"Fish,dried,salted or in brine (other than cod)"
030562,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",03503,"Fish,dried,salted or in brine (other than cod)"
030563,Anchovies (Engraulis spp.),03503,"Fish,dried,salted or in brine (other than cod)"
030569,Other,03503,"Fish,dried,salted or in brine (other than cod)"
030611,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030612,Lobsters (Homarus spp.),0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030613,Shrimps and prawns,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030614,Crabs,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030619,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030621,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030622,Lobsters (Homarus spp.),0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030623,Shrimps and prawns,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030624,Crabs,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030629,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030710,Oysters,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030721,"Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030729,Other,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030731,"Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030739,Other,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030741,"Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030749,Other,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030751,"Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030759,Other,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030760,"Snails, other than sea snails",01189,"Meat & edible offals,fresh,chilled or frozen"
030791,"Live, fresh or chilled",0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
030799,Other,0360,"Crustaceans and molluscs,fresh,chilled,frozen etc."
040110,"Of a fat content, by weight, not exceeding 1 %",0223,"Milk & cream,fresh,not concentrated or sweetened"
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding     6 %",0223,"Milk & cream,fresh,not concentrated or sweetened"
040130,"Of a fat content, by weight, exceeding 6 %",0223,"Milk & cream,fresh,not concentrated or sweetened"
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",02242,Milk in powder/granul.(weight not more 1.5% of fat
040221,Not containing added sugar or other sweetening matter,02243,Milk & cream powder (weight more than 1.5% of fat)
040229,Other,02243,Milk & cream powder (weight more than 1.5% of fat)
040291,Not containing added sugar or other sweetening matter,02249,"Milk & cream,preserved,concentrated or sweetened"
040299,Other,02249,"Milk & cream,preserved,concentrated or sweetened"
040310,Yogurt,0223,"Milk & cream,fresh,not concentrated or sweetened"
040390,Other,0223,"Milk & cream,fresh,not concentrated or sweetened"
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",02241,Whey
040490,Other,02249,"Milk & cream,preserved,concentrated or sweetened"
040500,(-1995) Butter and other fats and oils derived fro,0230,Butter
040510,(1996-) Butter,0230,Butter
040520,(1996-) Dairy spreads,0230,Butter
040590,(1996-) Other,0230,Butter
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",0240,Cheese and curd
040620,"Grated or powdered cheese, of all kinds",0240,Cheese and curd
040630,"Processed cheese, not grated or powdered",0240,Cheese and curd
040640,Blueveined cheese,0240,Cheese and curd
040690,Other cheese,0240,Cheese and curd
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",0251,Eggs in shell
040811,Dried,0252,Eggs not in shell
040819,Other,0252,Eggs not in shell
040891,Dried,0252,Eggs not in shell
040899,Other,0252,Eggs not in shell
040900,Natural honey.,0616,Natural honey
041000,"Edible products of animal origin, not elsewhere specified or included.",09808,"Edible products of animal origine,n.e.s."
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",29191,"Human hair,unworked,wheter or not washed/scoured"
050210,"Pigs', hogs' or boars' bristles and hair and waste thereof",29192,"Pigs,hogs,and boars bristels or hair;waste"
050290,Other,29192,"Pigs,hogs,and boars bristels or hair;waste"
050300,"(-2006) Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material.",26851,"Horsehair & waste,whether or not put up on a layer"
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",29193,"Guts,bladders and stomachs of animals (no fish)"
050510,Feathers of a kind used for stuffing; down,29196,"Skins and other parts of birds,with their feathers"
050590,Other,29196,"Skins and other parts of birds,with their feathers"
050610,Ossein and bones treated with acid,29111,"Bones (incl.of whales,seals etc)unworked,defatted"
050690,Other,29111,"Bones (incl.of whales,seals etc)unworked,defatted"
050710,Ivory; ivory powder and waste,29116,"Ivory,tortoise-shell,horns,antlers,hooves, etc."
050790,Other,29116,"Ivory,tortoise-shell,horns,antlers,hooves, etc."
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof.",29115,"Coral & similar substances,unworked/simply prepar."
050900,(-2006) Natural sponges of animal origin.,29197,Natural sponges
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.",29198,"Ambergris,castoreum etc;for pharmaceutic.products"
051110,Bovine semen,29199,Animal prod.nes;dead ani.unfit for human consumpt.
051191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",29194,Fish waste
051199,Other,29199,Animal prod.nes;dead ani.unfit for human consumpt.
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",29261,"Bulbs,tubers,tuberous roots,corms,crowns in growth"
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",29261,"Bulbs,tubers,tuberous roots,corms,crowns in growth"
060210,Unrooted cuttings and slips,29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060230,"Rhododendrons and azaleas, grafted or not",29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060240,"Roses, grafted or not",29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060290,(1996-) Other,29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060291,(-1995) Mushroom spawn,29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060299,"(-1995) Other live plants, nes",29269,"Other live plants (includ.trees,shrubs,bushes etc)"
060310,(-2006) Fresh,29271,Cut flowers & buds for bouquets/ornamental purpos.
060390,Other,29271,Cut flowers & buds for bouquets/ornamental purpos.
060410,Mosses and lichens,29272,"Foliage,branch.& other parts,fresh,dried,dyed etc."
060491,Fresh,29272,"Foliage,branch.& other parts,fresh,dried,dyed etc."
060499,Other,29272,"Foliage,branch.& other parts,fresh,dried,dyed etc."
070110,Seed,0541,"Potatoes,fresh or chilled,excl.sweet potatoes"
070190,Other,0541,"Potatoes,fresh or chilled,excl.sweet potatoes"
070200,"Tomatoes, fresh or chilled.",0544,"Tomatoes,fresh or chilled"
070310,Onions and shallots,05451,"Onions,shallots,garlic,leeks & alliaceous veget."
070320,Garlic,05451,"Onions,shallots,garlic,leeks & alliaceous veget."
070390,Leeks and other alliaceous vegetables,05451,"Onions,shallots,garlic,leeks & alliaceous veget."
070410,Cauliflowers and headed broccoli,05459,"Vegetables,fresh or chilled,n.e.s."
070420,Brussels sprouts,05459,"Vegetables,fresh or chilled,n.e.s."
070490,Other,05459,"Vegetables,fresh or chilled,n.e.s."
070511,Cabbage lettuce (head lettuce),05459,"Vegetables,fresh or chilled,n.e.s."
070519,Other,05459,"Vegetables,fresh or chilled,n.e.s."
070521,Witloof chicory (Cichorium intybus var. foliosum),05459,"Vegetables,fresh or chilled,n.e.s."
070529,Other,05459,"Vegetables,fresh or chilled,n.e.s."
070610,Carrots and turnips,05459,"Vegetables,fresh or chilled,n.e.s."
070690,Other,05459,"Vegetables,fresh or chilled,n.e.s."
070700,"Cucumbers and gherkins, fresh or chilled.",05459,"Vegetables,fresh or chilled,n.e.s."
070810,Peas (Pisum sativum),05459,"Vegetables,fresh or chilled,n.e.s."
070820,"Beans (Vigna spp., Phaseolus spp.)",05459,"Vegetables,fresh or chilled,n.e.s."
070890,Other leguminous vegetables,05459,"Vegetables,fresh or chilled,n.e.s."
070910,(-2006) Globe artichokes,05459,"Vegetables,fresh or chilled,n.e.s."
070920,Asparagus,05459,"Vegetables,fresh or chilled,n.e.s."
070930,Aubergines (eggplants),05459,"Vegetables,fresh or chilled,n.e.s."
070940,Celery other than celeriac,05459,"Vegetables,fresh or chilled,n.e.s."
070951,Mushrooms of the genus Agaricus,05459,"Vegetables,fresh or chilled,n.e.s."
070952,(-2006) Truffles,05459,"Vegetables,fresh or chilled,n.e.s."
070959,(2002-) Other,05459,"Vegetables,fresh or chilled,n.e.s."
070960,Fruits of the genus Capsicum or of the genus Pimenta,05459,"Vegetables,fresh or chilled,n.e.s."
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",05459,"Vegetables,fresh or chilled,n.e.s."
070990,Other,05459,"Vegetables,fresh or chilled,n.e.s."
071010,Potatoes,05461,"Vegetables, preserved by freezing,cooked or not"
071021,Peas (Pisum sativum),05461,"Vegetables, preserved by freezing,cooked or not"
071022,"Beans (Vigna spp., Phaseolus spp.)",05461,"Vegetables, preserved by freezing,cooked or not"
071029,Other,05461,"Vegetables, preserved by freezing,cooked or not"
071030,"Spinach, New Zealand spinach and orache spinach (garden spinach)",05461,"Vegetables, preserved by freezing,cooked or not"
071040,Sweet corn,09809,"Food preparations,n.e.s."
071080,Other vegetables,05461,"Vegetables, preserved by freezing,cooked or not"
071090,Mixtures of vegetables,05461,"Vegetables, preserved by freezing,cooked or not"
071110,(-2001) Onions,05462,Vegetables provisionally preserved in brine etc.
071120,Olives,05462,Vegetables provisionally preserved in brine etc.
071130,(-2006) Capers,05462,Vegetables provisionally preserved in brine etc.
071140,Cucumbers and gherkins,05462,Vegetables provisionally preserved in brine etc.
071151,(2002-) Mushrooms of the genus Agaricus,05462,Vegetables provisionally preserved in brine etc.
071159,(2002-) Other,05462,Vegetables provisionally preserved in brine etc.
071190,Other vegetables; mixtures of vegetables,05462,Vegetables provisionally preserved in brine etc.
071210,(-1995) Dried potatoes,0561,"Vegetables,dried,dehydrated or evaporated"
071220,Onions,0561,"Vegetables,dried,dehydrated or evaporated"
071230,(-2001) Mushrooms and truffles,0561,"Vegetables,dried,dehydrated or evaporated"
071231,(2002-) Mushrooms of the genus Agaricus,0561,"Vegetables,dried,dehydrated or evaporated"
071232,(2002-) Wood ears (Auricularia spp.),0561,"Vegetables,dried,dehydrated or evaporated"
071233,(2002-) Jelly fungi (Tremella spp.),0561,"Vegetables,dried,dehydrated or evaporated"
071239,(2002-) Other,0561,"Vegetables,dried,dehydrated or evaporated"
